Timestamp,Open,High,Low,Close,Volume,mlmi_bull,mlmi_bear,mlmi_strength,nwrqk_bull,nwrqk_bear,nwrqk_strength,fvg_bull,fvg_bear,fvg_strength,TYPE_1_long,TYPE_1_short,TYPE_1_strength,TYPE_1_bars_to_complete,TYPE_2_long,TYPE_2_short,TYPE_2_strength,TYPE_2_bars_to_complete,TYPE_3_long,TYPE_3_short,TYPE_3_strength,TYPE_3_bars_to_complete,TYPE_4_long,TYPE_4_short,TYPE_4_strength,TYPE_4_bars_to_complete
2025-05-12 20:25:00,20893.75,20909.75,20887.75,20899.75,2881,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 20:30:00,20900.0,20917.75,20899.0,20903.5,3961,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 20:35:00,20903.25,20909.0,20892.0,20906.5,2688,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 20:40:00,20906.0,20909.75,20897.0,20905.75,2443,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 20:45:00,20905.0,20921.5,20904.5,20912.75,2993,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 20:50:00,20912.75,20929.0,20911.75,20927.75,2669,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 20:55:00,20927.5,20928.5,20908.5,20908.75,2639,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 21:00:00,20909.0,20925.5,20906.0,20923.75,2879,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 21:05:00,20924.0,20925.75,20909.5,20914.0,2375,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 21:10:00,20914.0,20915.75,20894.25,20911.0,3559,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 21:15:00,20910.5,20928.5,20903.0,20927.5,3691,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 21:20:00,20927.25,20931.75,20919.75,20927.75,3057,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 21:25:00,20927.0,20932.75,20915.75,20924.75,3637,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 21:30:00,20925.25,20933.25,20923.0,20926.0,2680,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 21:35:00,20926.0,20942.75,20919.75,20934.25,3286,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 21:40:00,20934.0,20943.5,20923.75,20925.25,3411,False,False,0.0,False,True,0.0011475395689613537,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 21:45:00,20925.0,20933.0,20915.5,20918.75,2774,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 21:50:00,20918.75,20922.5,20898.75,20902.0,3778,False,False,0.0,False,True,0.0015177572868157647,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 21:55:00,20901.5,20910.0,20893.25,20896.5,2749,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 22:00:00,20896.0,20916.75,20879.5,20916.0,5039,False,False,0.0,True,False,0.0010758686681557512,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 22:05:00,20916.5,20926.0,20907.75,20922.25,3422,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 22:10:00,20922.25,20922.25,20900.25,20902.5,3363,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 22:15:00,20903.25,20916.75,20891.5,20911.5,3184,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 22:20:00,20912.0,20912.75,20888.25,20891.5,3567,False,False,0.0,False,True,0.0010154453059934775,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 22:25:00,20891.75,20893.25,20874.75,20884.0,4163,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 22:30:00,20883.5,20894.0,20876.5,20887.5,4184,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 22:35:00,20887.5,20890.75,20871.0,20875.0,4042,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
2025-05-12 22:40:00,20875.25,20882.5,20859.0,20873.25,5339,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0,False,False,0.0,0
